Entity,Code,Year,wat_sm_number_without
Bulgaria,BGR,2012,302238.8103812507
Bulgaria,BGR,2013,262832.8500181632
Bulgaria,BGR,2014,223845.70511784148
Bulgaria,BGR,2015,197819.30607051234
Bulgaria,BGR,2016,191376.10077253677
Bulgaria,BGR,2017,184911.9062928629
Bulgaria,BGR,2018,178441.76890158758
Bulgaria,BGR,2019,171985.92889280396
Bulgaria,BGR,2020,165558.08017926596
Cambodia,KHM,2000,10085404.98836974
Cambodia,KHM,2001,10234759.07003743
Cambodia,KHM,2002,10367042.192926226
Cambodia,KHM,2003,10485770.026237957
Cambodia,KHM,2004,10595716.732235853
Cambodia,KHM,2005,10700800.374542464
Cambodia,KHM,2006,10801825.493816543
Cambodia,KHM,2007,10899117.683294486
Cambodia,KHM,2008,10993805.168229783
Cambodia,KHM,2009,11080742.653527534
Cambodia,KHM,2010,11171710.329284005
Cambodia,KHM,2011,11267915.148829486
Cambodia,KHM,2012,11368531.251011224
Cambodia,KHM,2013,11471144.599550895
Cambodia,KHM,2014,11572051.73581573
Cambodia,KHM,2015,11668568.234334957
Cambodia,KHM,2016,11760066.895947287
Cambodia,KHM,2017,11846864.167709714
Cambodia,KHM,2018,11927846.048762958
Cambodia,KHM,2019,12002422.225099294
Cambodia,KHM,2020,12078078.49863995
Canada,CAN,2000,560764.2123805168
Canada,CAN,2001,563310.9494775474
Canada,CAN,2002,568084.6762666347
Canada,CAN,2003,573050.0835038073
Canada,CAN,2004,578328.8288772776
Canada,CAN,2005,565836.0843569608
Canada,CAN,2006,553302.0752776111
Canada,CAN,2007,540073.7329246579
Canada,CAN,2008,526764.8174021749
Canada,CAN,2009,513189.45519687445
Canada,CAN,2010,499215.7098914767
Canada,CAN,2011,484933.06260116637
Canada,CAN,2012,470860.7107967799
Canada,CAN,2013,456295.5841376257
Canada,CAN,2014,441272.048658169
Canada,CAN,2015,425812.821228591
Canada,CAN,2016,409924.1049966894
Canada,CAN,2017,393582.27829215256
Canada,CAN,2018,376816.0517774807
Canada,CAN,2019,359664.3011810716
Canada,CAN,2020,362722.02300149284
Central African Republic,CAF,2000,3329861.5233066613
Central African Republic,CAF,2001,3409515.000486831
Central African Republic,CAF,2002,3488008.2891745293
Central African Republic,CAF,2003,3565730.532449109
Central African Republic,CAF,2004,3643319.0960643943
Central African Republic,CAF,2005,3720810.488388342
Central African Republic,CAF,2006,3799493.80906016
Central African Republic,CAF,2007,3878475.7935018386
Central African Republic,CAF,2008,3953323.1077248394
Central African Republic,CAF,2009,4017956.3758885367
Central African Republic,CAF,2010,4068618.794377683
Central African Republic,CAF,2011,4103263.226975699
Central African Republic,CAF,2012,4124772.6689008223
Central African Republic,CAF,2013,4140424.426604533
Central African Republic,CAF,2014,4160394.6813770668
Central African Republic,CAF,2015,4192239.383055246
